HSTM SF Record,Subject,Trainer Comments
5004V000011UtdOQAS,Historical Trainer Comments,"Session #1-TG-Misc. Reports with Carrie (DON). Carrie stated she will have a QA nurse starting in a couple of weeks that she will be co-sharing abaqis responsibilities with. Today we reviewed some misc. reports that Carrie hadn't used, including the customer satisfaction reports. She will take a look at those moving forward and identify some of those that she feels is beneficial. We may need to do some additional training once the new QA nurse gets onboard and gets her feet wet. Carrie stated things have been hectic with lack of staffing and their county is becoming a Covid hotspot. She stated things have been very slow........with abaqis. We decided to reconnect in September after the QA nurse starts and see how things are and determine if more training is needed."
5004V000011UtdpQAC,,"10/01/20 IS #1: Attendees -  LAUGHLIN: Debra Brabson    Activities Director;  Marcella Crawford  MDS Coordinator; Frederick Souder   Administrator; Judy Whitson    Social Services Director. MOUNTAIN VIEW: Rhandi Harris In this session I reviewed the QAPI cycle. Grace has not provided any direction (per Rick) about how often to conduct a QAPI Sample. (emailed Grace under prev IS series to request direction about this). I reviewed all the QAPI assessments and demonstrated how to access, how to add comments, how to finish later and how to save complete. Rick had a couple questions about the RI Visitor question. I told him her could ask the question and record the resident response, or he could add ""Before Covid"" to the question. He said they would discuss it as a team. At the end of the training I reviewed the QAPI cycle worksheet and provided an example, and showed them where the worksheet was located in Help and Training. I also emailed the worksheet to all attendees under the previous IS case.  "
5004V000011UtdqQAC,abaqis Implementation Series 1,"1/15/20-TG-Session #1 with Kevin and department heads. He wanted an abaqis overview to allow everyone to see and then decide on what topics they would like to target with training. The DON seemed very skeptical of abaqis, what it was for and why they should use it. Kevin kept intervening to tell her how in the past when they have used abaqis the areas they have identified as concerns and how it lead them to a PIP. I started with features of abaqis, explained briefly customer satisfaction and PAC and focused more on survey readiness. Kevin wanted the team to understand how they can identify areas like surveyors. We wrapped up with a quick look at PIP's. Kevin scheduled a second session on the QAPI plan and a deeper dive into PIP's. During the call I anticipated that Kevin is getting some push back from the DON?? We will see as we progress with training. Session #2 will be on 1/30/20 at 1:30 pm on qapi plan and pip's. I will send the link. They are also not up to date on MDS upload. They currently have a consultant and are in the process of getting someone full time on board. We will re-visit this on the 30th. Once they are in place he would like them to have MDS upload training to get their files up to date. 1/30/20-TG Session #2 with Kevin and department heads. We covered PIP's, root cause analysis, QAPI plan. The DON was on the call and seemed more interested and on board today with the benefits of abaqis. They are still not up to date on MDS and discussed the role of MDS in abaqis. They are still trying to get someone full time on board and will get them trained when they can. Kevin stated they would not be using abaqis for survey readiness for the next 6 months. They do have current PIP's and the FA has been updated. He will get the QAPI plan updated as well and felt at this time this will be all that will be used in abaqis. They have had a big problem with staffing and felt it was contributing to using abaqis more. Kevin will get back with me on any further training that is needed for MDS training. 2/20/20-TG-Session #3 with Kevin, Carrie, MariAnn, Amy and Infection Control Nurse. We reviewed how to create a sample. Kevin wanted to hold off since the MDS were not up to date. Last files uploaded on 1/31/20. He will get that done and then create a sample. I will send the document and he will reach out if he has any problems. We discussed again the importance of the MDS uploads always being current in abaqis. We walked through a creation in the training site and discussed briefly the assessments. He just wanted a quick refresher since they were familiar with them. Kevin will get the MDS up to date, create a sample and start the assessments. He will get back with me on setting up another session to view their datea and the reports. I will set a task to follow up in a few weeks. "
5004V000011UtdQQAS,Corporate abaqis Implementation Series 1,Session 1-  Spoke with Pam about reporting on the Self Assessment and QAPI plans. Many of the homes had created multiple self assessments at the same time.
5004V000011UtdrQAC,Corporate Implementation Series 1,"TG-11/22/19- training on User Management, help document, how to add and delete and importance. MDS upload, help document and how to upload. MDS 3.0 report, Indicator Report, Res. Population report and how MDS plays a part in abaqis. Also explained how residents get into abaqis via upload process and how the sample is created from resident list. Discussed how MDS uploads need to be maintained. Offered assistance from support if any individual home needs assistance with this to reach out to us. Discussed upcoming training in December and how future training will be coordinated with where they are in their abaqis cycle. There were only a few attendees. Ann sent an email and stated their system email had been affected by faulty malware, so some facilities may not have attended. Attendees: Sharlene Detzel, Amber Zaplac, Vicki Grant, Tony Vargas, HDG OPS., Susan Volpe, A. Porter, Jennifer Leiner and Kay Dornfield. Next session scheduled for 12/13/19. TG-12/13/19-training on how to get started with sample January 2020. Attendees: Ann Robinson, Jeremy Duxbury, Tina Wedde, Dawn Eckert, Kay Dornfield, Amy Porter, All of Frazee staff adn Highland staff and some of Chris Jensen staff. Discussed getting started with new sample in Jan. 2020. Help document review on assignments, review of comments and editing, review of SBCA and MDS report on a weekly basis. How to check progress of qapi assessments. Ann discussed making a decision on sample sizes and will let us know and may want to start sample later in January. I will send abaqis manager checklist so she or Lexie can distribute to facilities."
5004V000011UtdRQAS,abaqis Implementation Series 1,"3/12/19- TG-Session with Michael Coe. He will be the main abaqis user. Current census 18. Other staff that was previously trained on-site are still there, but he is not sure how much they will participate. He stated he has been directed to use abaqis as the primary person until a new person comes on board full time in May that will assist. He feels comfortable with the QAPI assessments and has already done some on paper and was familiar with those prior to his employment with Mountain View. We discussed plan for the cycle and her would like to do 1/3 of the census now and do four quarters a year. Next quarter he would like to increase to 50% because he will have help. He wants to get his feet wet first. He is very excited and appreciative of the help. He feels their is great benefit and didn't understand why they didn't use it before. A sample of 6/2 was created and he will complete by 4/2/18 for Session #2. We will go over snapshots, reports and investigations on next session. He wants to complete a full cycle by 6/1/19 and start new with Quarter 3.  4/5/19-TG-Session #2 with Michael Coe. He did a great job completing his assessments, including comments! The sample was locked and a QAPI snapshot was created. We discussed the different types of snapshots, CE pathway, investigations, root cause and the investigation reports. He is eager to learn and excited to get started on the investigations. We discussed facility tasks and he will decide if he will delegate some of those since the original three that were trained are still employed and aware of them. He didn't think Joy (Administrator) would do any, but if Shelly (DON) and Gwen (SS/Dietary) would have time to chip in or not. The new person has started and we discussed the training platform for her. I have asked him to send me her name so we can get her into the system as well. When he does I can have Cindy get her into the platform. He is still on task to complete by 6/1/19 and start a new cycle. Session 3 scheduled for 4/26/19 at 1 pm est and the link was sent to Michael.  4/26/19-TG-Session #3 No call No show for Session 3. Called facility and it went to his VM. Called back and talked to Administrator and she stated Michael was not in. She stated she would give him the message that the webinar was today and have him call me next week to re-schedule the webinar. 3/3/20-TG-Session #3 with Brooke DON and Gwen SS. Today we covered the FA and the QAPI Plan. Joy-Administrator was not on the call. Walked Brooke and Gwen through both. Brooke seemed to have an understanding of the two, but Gwen had a few questions about the purpose. I asked if Joy would be involved to help develop the two, Brooke and Gwen didn't feel she would and they would be doing both. Joy has not been involved with abaqis contribution from the beginning. Brooke felt the FA was a little overwhelming. We discussed the process of completion and I encouraged her to have Joy help with the development of it. We discussed the next training session and Brooke felt it would be best to wait a few weeks so she can work on the QAPI Plan and FA so she can apply what she learned today and get those finished up. Next session on 3/25/20 on the qapi sample. I encouraged Brooke to reach out if she has any questions as she starts the FA and the QAPI plan. "
5004V000011UtdsQAC,Corporate Implementation Series 1,"Session 1- Joyce asked to link all steps in abaqis together for the homes.  Discussed the methodology of abaqis ""stage 1"" ""stage 2"" and pips to complete QAPI.  Discussed how the FA was handled by surveyors and how to access and update and create new.  Reviews MDS and SBCA reports and reviewed their implementation plan.  Present were Joyce Surdick, Karin Ace, Ken Miner, Kenneth Minder and Leah Perras IS #1 07/31/20: Attendees (all from Maple Ridge) - Jennifer Abernathy, Administrator; Deanne Meyer; Kristie Grill, EVS Manager; Samantha Brekken, Beth Novak, Rita Gretschmann, Grace Burkinshaw, Danielle Hanson, Bonnie Forward, Brittany Sockness, Deborah Lubben. Assisted with copying the FA and reviewed each section. Demonstrated how to make edits, print for survey, upload documents and assign section, and mark as complete. Provided suggestions for which staff should be involved in each section. Reviewed the ""recent activity"" function. Jen requested training on QAPI (including QAPI Plan). Scheduled for next Wednesday."
5004V000011UtdSQAS,abaqis Implementation Series 1,"SESSION 1:  Call with Rose and Joyce to discuss abaqis implememtation and how best I can support them. Rose and Joyce feel the homes are not conducting investigations correctly. The homes struggle with prioritizing care areas and residents, they struggle with identifying system issues and how to incorporate abaqis into their QAPI processes. We set the following plan to get all the homes on track: 1. I will be holding investigation live online trainings for the homes on the following dates: 8/6, 8/7, 8/8, 9/3, 9/4 and 9/5. The sessions will be open to all the homes. 2. I will be scheduling a call with each home's abaqis manager after the August sessions to review their SBCA, SBR and MDS 3.0 reports in order to assist them with selecting investigations.  3. Starting in August I will be holding a monthly call with Rose and Joyce to support them with their oversight activities. 4. Starting in August I will be holding a monthly Q&A session with all the homes.  Session 2:  Joyce and team in attendance. Created new random sample and reviewed QAPI assessments. They will spend 8 weeks conducting assessments. I will conduct another session for them to review reports in early October. Session 3 Mock Survey Workflow Training, In attendance: Stacy Harvey, Emily Connors, Stacey Piper. "
5004V000011UtdtQAC,abaqis Implementation Series 1 (Refresher Training for All Facilities),"***SESSION 1 March 19th 2019 Abaqis Manager Training  All 9 facilities were represented on the call today along with Eleanor Heaton.  1. Bellair Health Care Center 2. Century Pointe 3. Conway Lakes 4. East Bay Nursing Center 5. Melbourne Terrace  Rehab center 6. Orchard park 7. Spring Lake Rehab Center 8. Sun Terrace Health Care Center 9. Port Charlotte Rehab Center Attendees were present from from all 9 facilities: Attendees included facility Administrators, some assistant administrators and some corporate staff were present as well   Ram Rengel  RRengel@clearchoicehc.com Melissa Crookshanks   mcrookshanks@eastbayrehab.com  Dan Melton  DMelton@springlakerehab.com Brittney Dumont  BDumont@melbourneterracerehab.com  Eileen Wothers  EWothers@clearchoicehc.com Nick Egnatz  NEgnatz@belleaireastrehab.com Heather Szmigiel  hszmigiel@pcrehabcenter.com Cheryl-Anne Sadowski   csadowski@conwaylakesrehab.com Jason Canlas  jcanlas@clearchoicehc.com Rebecca Schachter  RSchachter@clearchoicehc.com  Richard Weber  RWeber@clearchoicehc.com Rebecca Peabody  rpeabody@conwaylakesrehab.com Eleanor Heaton  EHeaton@clearchoicehc.com C hat Log   C:\Users\ssweeney\OneDrive - Providigm LLC\Desktop\ChatLog 2019_03_19 12_17.rtf   Belleair Health Care Center (to Everyone) : 11:02 AM: Hi Belleair is here! Nick the Admin is manager Dana DeLeo (to Everyone) : 11:04 AM: Sun Terrace is signing in Dana DeLeo (to Everyone) : 11:06 AM: Sun Terrace is viewing  and listening on with Rick and I Brenda DeAmici (to Everyone) : 11:10 AM: Spring lake is present Conducted abaqis manager training today 3/19/2019. The abaqis managers for Clear Choice are the LNHA's at each facility. There were some assistant administrators present on the call as well.  Reviewed the following content today: Notifications Scheduled reports How to merge duplicate residents. Demonstrated how to merge via auto selection and via manually selecting the residents to merge. (MDS will do this after each upload per (Eleanor Heaton). Help and training Resources link quick highlight of the 7 tabs Reviewed the 8 steps within the Implementation Handbook Reviewed the Following: Management Roles Assignment Guidelines Team worksheet- recommended at least 8 team members QA Cycle worksheet Weekly assignment worksheet Weekly QAPI Assessment Checklist QAPI TAB and demonstrated how to use the immediate action plan. Eleanor conveyed they will use their own internal action plan.  Did not get an opportunity to discuss the Online Training Platform. Will do so on Thursday, March 21st during the abaqis overview refresher.  User Manager- Eleanor reports having created the users for each LNHA, and they will create the users for the their team at each facility.  Eleanor is requesting their staff make at least 2 attempts for family interviews before marking no family members are available for interview. Eleanor does not currently have access to the Port Charlotte facility. Will notify her of the same. Reminded all attendees that they should have their 6 month MDS baseline uploaded prior to April 1st.  SESSION 2 ***March 21st 2019 SSweeney Abaqis Overview Training  102 Minutes Abaqis Overview Refresher Training with Clear Choice (All Facilities)Attendees that actually logged into GTM.  Export to Excel Name Email Address Join & Leave Times Sherlley Gibbs sgibbs@pcrehabcenter.com 11:11:01 AM - 12:36:12 PM Sarah Winner   11:16:29 AM - 12:36:50 PM Melissa Oliveira   10:59:53 AM - 12:36:50 PM Richard Weber rweber@clearchoicehc.com 11:00:11 AM - 12:34:02 PM Kimberly Mesler kmesler@pcrehabcenter.com 10:59:00 AM - 12:33:18 PM Debbie Moreno dmoreno@melbourneterracerehab.com 10:59:21 AM - 12:36:05 PM Dawn Mcafee dmcafee@pcrehabcenter.com 10:56:14 AM - 12:34:09 PM Jonathan Albert jalbert@pcrehabcenter.com 10:56:53 AM - 12:34:14 PM Melbourne Terrace   10:54:43 AM - 11:54:19 AM Carol Jarrell   11:03:09 AM - 12:34:19 PM Evelyn Jimenez   11:06:33 AM - 12:36:50 PM Sebrena Sweeney ssweeney@providigm.com 10:54:38 AM - 12:36:50 PM Judy Powell jpowell@pcrehabcenter.com 11:01:44 AM - 12:36:50 PM Carol Jarrell   10:54:38 AM - 10:56:28 AM Karen Booker kbooker@clearchoicehc.com 11:01:58 AM - 12:36:50 PM Sandra Cooks scooks@conwaylakesrehab.com 10:54:49 AM - 12:34:42 PM Jennifer Hardacre jhardacre@pcrehabcenter.com 11:01:02 AM - 12:34:09 PM Carol Jarrell   10:56:36 AM - 11:02:47 AM Ram   11:01:18 AM - 12:22:42 PM Vicki Brown vbrown@centrepointerehab.com 11:05:17 AM - 11:53:42 AM Karen Reda   11:00:17 AM - 12:34:28 PM East Bay Rehab   11:00:24 AM - 12:33:57 PM"
5004V000011UtdTQAS,Corporate abaqis Implementation Series 1,"Session #1 on 11/20/19-TG with 30 attendees: Amy Brown, Donna Ables, Daronda Hardin, Kenneth Frazier, Niki Rakes, Todd, Kimble, Virgia Hearron, LaTonya Thomas, Danielle Rowster, Pamela Stevenson, Heather Cockerman, Margaret Heggin, Reva Mace, Shannon Gilligan, April Morelock, Rhonda Moore, Sonya Jowers, Karen Dickson, Joyce Griffee, Teresa Godson, Jackie Kenner, Alex Wright, Petra Armstrong, Rachel Vaughn and Nicole Taylor. Reviewed how to create a PIP in abaqis, reviewed help documents and where to find them, reviewed reasons for conducting a PIP, how to identify if a PIP needs completed by using SBCA, MDS and Investigative reports or other means to identify trends, problem prone, high risk, high volume. Review of root cause analysis tools with examples to determine. Time line, 5 why's, fishbone and sticky notes or roundtable discussions.  Session #2 on 12/11/19-TG on Core Q-Attendees: Amy Brown, Donna Ables, Kenneth Frazier, Niki Rakes, Todd Kimble, Daronda Hardin, Gina Harris, Virgia Hearron, Mindy Meeks, Heather Cockerman, Tina Owens.  Donna and Amy would like all facilities accounts activated for Core-Q. Also reviewed the changes and updates to abaqis on next release. Amy didn't think a live webinar would be necessary. She will let me know if she feels that is necessary. She will work with the homes on the changes. Session #3 on 1/23/20-TG on New Dashboard, Features, Interactive Reports and how to get to FA. Attendees: Mindy Meeks, Nikki Rakes, Petra Armstrong, Rhonda Moore, Todd Kimble, Virgia Hearron, Charlene Johnson, Alex Wright, Amber Harper, Shannon Gilligan, Sonya Jower, Gina Harris, Denise Stacks, Gina Harris, Amy Brown....Donna Ables not on call today d/t illness. If any have questions they will notify us."
5004V000011UtduQAC,Corporate abaqis Implementation Series 1,"Session1- Kjersti Beth was the only attendee. Reviewed how to create various samples, sample sizes and resident groups. Also reviewed and explained the different snapshot types and how to use the ah-hoc facility task features. Kjertsi would like to archive all samples under the filter drop down menu under the QAPI samples. Will check the box for client support feedback. "
5004V000011UtdUQAS,abaqis Implementation Series 1,"Training #1: 2/28/19 - abaqis Refresher with Administrators (2-3 pm CT)-All Administrators from the Texas homes were on the webinar. Joshua was not, he was out ill today. The basically wanted an overview/refresher of the features of abaqis, how to create a new sample, review of FA and QAPI plan and for the new Administrators what abaqis had to offer. I went over PAC/report, review of FA and QAPI plan, they all were familiar how to do a PIP, reviewed Corporate Reports, SBCA and MDS reports. We discussed accreditation and how to find it in abaqis. We also walked through creating a new sample, how to get started on the sample and how the reports connected to Investigations. We then reviewed the different snapshots and how to create one and walked through one investigation and how to get the report. A couple of Administrators felt they are comfortable with abaqis and didn't feel they needed any additional training, some felt it would be beneficial and others felt the biggest problem they have is finding the time to do it. We discussed choosing a smaller sample size to make it more manageable. They liked that idea so we walked through how to select the sample sizes. They all felt the training platform would be beneficial and thought that if I talked to Joshua we could come up with a plan that would help minimize the overwhelming feeling they had with their last samples. I don't know if he would be open to CSM or not. I left a message for him to set up a time to discuss going forward. The Administrators felt that some further education would be helpful. Training #2: 4/10/19 with Angie Merideth Administrator from the Richmond facility. She is new to the facility and was not on the call with the other Administrators on 2/28/19. Joshua White asked me to get her up to speed with a abaqis overview. Discussed the features of abaqis, how to create a sample, review of overview of assessments and reports, how those lead to an investigation and possibly PIP's. We reviewed the FA and QAPI Plan. I discussed with her the previous meeting and how Josh is getting together with them how to move forward with some training sessions. I also discussed the training platform with her and she thought they would be helpful. She discussed her concerns about awaiting annual survey any day now.She wanted to get her QAPI Plan and the FA done right away. She stated surveyors usually come the same time every year. She would like to hold off on a sample until after her survey is completed. She will also assess her team to see who  still knows what is abaqis is, how to use it etc. so she will know where to start. Once Josh gets back with me I shared with her that we will begin a series of training based on needs.   Training #3:  Training #4"
5004V000011UtdvQAC,Implementation Series 1,"Session #1-TG-12/16/19-Review of their incomplete FA that was done in Feb. 2019. Discussed importance of MDS upload to capture Resident Population Profile information correctly. MDS out of date again. He had the MDS nurse get everything up to date 11/19/19, but she has not uploaded since. I walked him through set up Notifications for the MDS upload report. He will make sure that is current. We discussed and reviewed the new abaqis dashboard and changes to the FA. I will send him the info, he will review and would like to walk through his completed FA in January after he returns from vacation. Session #2 set for 1/13/20 at 11 am.. They will be in survey window in February."
